Frame, Frame Full, Scene
2536, 0.016363, 0.000106
2537, 0.017166, 0.000101
2538, 0.016229, 0.000105
2539, 0.016597, 9.8e-05
2540, 0.016939, 0.000104
2541, 0.01684, 0.000108
2542, 0.016457, 9.6e-05
2543, 0.016688, 0.000121
2544, 0.016689, 0.000105
2545, 0.016693, 0.000101
2546, 0.016629, 0.000128
2547, 0.016979, 0.00015
2548, 0.016504, 0.000101
2549, 0.016594, 0.00011
2550, 0.016608, 0.000132
2551, 0.016679, 9.8e-05
2552, 0.016673, 0.000109
2553, 0.016967, 0.000105
2554, 0.016536, 0.000106
2555, 0.016597, 0.000107
2556, 0.01758, 9.9e-05
2557, 0.015899, 0.000108
2558, 0.016878, 0.000105
2559, 0.016418, 9.9e-05
2560, 0.016637, 0.000107
2561, 0.016758, 0.000101
2562, 0.017, 0.000101
2563, 0.016308, 0.000104
2564, 0.016846, 0.0001
2565, 0.016937, 0.000115
2566, 0.016281, 0.000166
2567, 0.017068, 9.8e-05
2568, 0.016564, 0.000105
2569, 0.016446, 0.000109
2570, 0.016881, 0.000113
2571, 0.016968, 0.000124
2572, 0.016562, 0.000159
2573, 0.016807, 0.000104
2574, 0.016389, 0.000143
2575, 0.016763, 0.000109
2576, 0.016775, 0.000131
2577, 0.016404, 0.000121
2578, 0.016594, 0.000102
2579, 0.017059, 0.000116
2580, 0.016353, 0.000115
2581, 0.016634, 0.000114
2582, 0.016504, 0.000151
2583, 0.01674, 0.000104
2584, 0.01669, 0.000107
2585, 0.016641, 0.000119
2586, 0.016784, 0.000105
2587, 0.016723, 0.000139
2588, 0.016648, 0.000111
2589, 0.016836, 0.000103
2590, 0.016455, 0.000112
2591, 0.016657, 0.000106
2592, 0.016784, 0.000101
2593, 0.016668, 0.000111
2594, 0.016699, 0.0001
2595, 0.016821, 0.0001
2596, 0.016851, 0.000103
2597, 0.0167, 0.0001
2598, 0.016529, 0.00011
2599, 0.016903, 0.000104
2600, 0.016492, 9.8e-05
2601, 0.016784, 0.000108
2602, 0.016726, 0.000107
2603, 0.016485, 9.9e-05
2604, 0.016757, 0.000107
2605, 0.016793, 0.000102
2606, 0.016652, 0.000101
2607, 0.016496, 0.000111
2608, 0.017058, 9.7e-05
2609, 0.01634, 0.000109
2610, 0.016929, 0.000109
2611, 0.016572, 9.6e-05
2612, 0.01682, 0.000107
2613, 0.016492, 0.00011
2614, 0.017322, 0.0001
2615, 0.016246, 0.000111
2616, 0.016822, 9.8e-05
2617, 0.016642, 0.000101
2618, 0.016374, 0.000108
2619, 0.016997, 9.8e-05
2620, 0.016624, 0.000107
2621, 0.016605, 0.000105
2622, 0.016601, 0.0001
2623, 0.016984, 0.000108
2624, 0.016368, 0.000104
2625, 0.01677, 0.000101
2626, 0.016885, 0.000108
2627, 0.016492, 9.9e-05
2628, 0.016943, 9.6e-05
2629, 0.016379, 0.000107
2630, 0.016865, 9.9e-05
2631, 0.016831, 0.000111
2632, 0.016718, 0.000105
2633, 0.016385, 0.0001
2634, 0.016743, 0.000106
2635, 0.017018, 0.000108
2636, 0.016346, 9.8e-05
2637, 0.016654, 0.000107
2638, 0.01716, 9.5e-05
2639, 0.016268, 0.000116
2640, 0.016695, 0.000162
2641, 0.017091, 0.0001
2642, 0.016256, 0.000106
2643, 0.016816, 0.000108
2644, 0.016905, 0.0001
2645, 0.016758, 0.000109
2646, 0.016283, 0.000104
2647, 0.016764, 0.0001
2648, 0.016625, 0.000104
2649, 0.016882, 9.9e-05
2650, 0.016769, 0.000101
2651, 0.016475, 0.000103
2652, 0.016774, 9.7e-05
2653, 0.016715, 0.000113
2654, 0.016561, 0.000102
2655, 0.016767, 0.0001
2656, 0.016721, 0.000107
2657, 0.016785, 0.000105
2658, 0.016684, 9.8e-05
2659, 0.016557, 0.000106
2660, 0.016952, 0.0001
2661, 0.01642, 0.000103
2662, 0.01679, 0.000107
2663, 0.016618, 0.00013
2664, 0.016679, 0.000108
2665, 0.016692, 0.000114
2666, 0.016844, 9.8e-05
2667, 0.016887, 0.000106
2668, 0.016325, 0.000106
2669, 0.016825, 0.000104
2670, 0.016581, 0.000108
2671, 0.016711, 9.6e-05
2672, 0.016881, 0.000103
2673, 0.016453, 0.000107
2674, 0.016801, 9.7e-05
2675, 0.016855, 0.000123
2676, 0.016522, 0.000107
2677, 0.016749, 0.0001
2678, 0.017118, 0.000109
2679, 0.016346, 0.000108
2680, 0.016795, 0.0001
2681, 0.016544, 0.000108
2682, 0.01675, 9.7e-05
2683, 0.016698, 9.9e-05
2684, 0.016951, 0.000104
2685, 0.016318, 0.000102
2686, 0.016683, 0.000107
2687, 0.017403, 0.000105
2688, 0.015934, 0.0001
2689, 0.017015, 0.000105
2690, 0.016441, 0.000108
2691, 0.016498, 9.8e-05
2692, 0.016674, 0.000106
2693, 0.01716, 0.0001
2694, 0.016279, 9.7e-05
2695, 0.016654, 0.000304
2696, 0.017281, 0.0001
2697, 0.016297, 0.000113
2698, 0.016809, 0.000106
2699, 0.016511, 9.7e-05
2700, 0.016973, 0.000108
2701, 0.016407, 0.000125
2702, 0.016684, 9.9e-05
2703, 0.016917, 0.000169
2704, 0.01643, 9.6e-05
2705, 0.017109, 0.000104
2706, 0.016428, 0.000105
2707, 0.016501, 9.8e-05
2708, 0.016885, 0.000107
2709, 0.016987, 0.000108
2710, 0.016258, 9.7e-05
2711, 0.016941, 0.00012
2712, 0.016461, 0.000134
2713, 0.016623, 0.0001
2714, 0.016625, 0.000156
2715, 0.017137, 9.9e-05
2716, 0.016316, 0.000101
2717, 0.016763, 0.000109
2718, 0.016882, 9.6e-05
2719, 0.016401, 0.000107
2720, 0.016849, 0.000107
2721, 0.016436, 0.000101
2722, 0.01681, 0.000106
2723, 0.016755, 0.000106
2724, 0.016834, 9.7e-05
2725, 0.016452, 0.000111
2726, 0.016612, 9.9e-05
2727, 0.016904, 0.0001
2728, 0.016634, 0.000107
2729, 0.016684, 0.000101
2730, 0.017025, 0.000112
2731, 0.01617, 0.000106
2732, 0.016998, 9.6e-05
2733, 0.016589, 0.000108
2734, 0.016567, 0.000104
2735, 0.016723, 0.0001
2736, 0.017028, 0.000104
2737, 0.016373, 0.000101
2738, 0.01678, 0.000101
2739, 0.016903, 0.000106
2740, 0.016505, 9.9e-05
2741, 0.016808, 0.000128
2742, 0.016659, 0.000107
2743, 0.01661, 9.9e-05
2744, 0.016687, 0.000104
2745, 0.016779, 0.000109
2746, 0.016507, 9.9e-05
2747, 0.016633, 0.000108
2748, 0.017059, 9.7e-05
2749, 0.016449, 0.0001
2750, 0.016916, 0.000104
2751, 0.016565, 9.8e-05
2752, 0.016861, 0.000107
2753, 0.016204, 0.000112
2754, 0.01718, 9.7e-05
2755, 0.016418, 0.000109
2756, 0.016907, 0.000135
2757, 0.016442, 0.0001
2758, 0.016966, 0.000105
2759, 0.016404, 0.000107
2760, 0.016804, 0.0001
2761, 0.016769, 0.000113
2762, 0.016453, 9.9e-05
2763, 0.016792, 0.000112
2764, 0.016629, 0.000102
2765, 0.01664, 0.000101
2766, 0.01675, 0.00011
2767, 0.016807, 0.000104
2768, 0.016608, 9.7e-05
2769, 0.016648, 0.000109
2770, 0.016914, 0.0001
2771, 0.016575, 0.0001
2772, 0.016938, 0.000108
2773, 0.016313, 0.0001
2774, 0.016602, 0.000105
2775, 0.016902, 0.000107
2776, 0.016932, 9.7e-05
2777, 0.016361, 0.000111
2778, 0.016882, 0.000111
2779, 0.017009, 9.9e-05
2780, 0.01609, 0.000109
2781, 0.016853, 0.000101
2782, 0.016741, 9.8e-05
2783, 0.016484, 0.000108
2784, 0.016756, 9.9e-05
2785, 0.016999, 0.000145
2786, 0.016351, 0.000107
2787, 0.016847, 0.0001
2788, 0.016939, 0.000104
2789, 0.016248, 0.000114
2790, 0.016753, 9.9e-05
2791, 0.017189, 0.000108
2792, 0.016184, 9.9e-05
2793, 0.016971, 0.0001
2794, 0.016329, 0.000104
2795, 0.016788, 9.9e-05
2796, 0.016791, 0.000114
2797, 0.017248, 0.00011
2798, 0.016074, 0.000102
2799, 0.016777, 0.000107
2800, 0.016868, 0.000109
2801, 0.016421, 9.9e-05
2802, 0.016879, 0.000111
2803, 0.016524, 9.9e-05
2804, 0.016646, 9.8e-05
2805, 0.016679, 0.000111
2806, 0.017417, 9.5e-05
2807, 0.017544, 0.000131
2808, 0.01531, 0.000109
2809, 0.016556, 0.0001
2810, 0.016744, 0.000109
2811, 0.016965, 0.000103
2812, 0.016718, 9.6e-05
2813, 0.016648, 0.000109
2814, 0.016994, 9.8e-05
2815, 0.016239, 0.0001
2816, 0.016697, 0.000108
2817, 0.016489, 0.0001
2818, 0.016788, 0.000106
2819, 0.016744, 0.000104
2820, 0.016676, 0.0001
2821, 0.016587, 0.000126
2822, 0.016612, 0.000104
2823, 0.016841, 0.0001
2824, 0.016496, 0.000105
2825, 0.01696, 0.00013
2826, 0.016519, 9.8e-05
2827, 0.016793, 0.000119
2828, 0.016566, 9.7e-05
2829, 0.016881, 0.000118
2830, 0.016464, 0.000107
2831, 0.017099, 9.8e-05
2832, 0.016295, 0.000106
2833, 0.016583, 0.000109
2834, 0.017234, 9.8e-05
2835, 0.016187, 0.000107
2836, 0.016711, 9.6e-05
2837, 0.016989, 0.0001
2838, 0.016399, 0.000106
2839, 0.01672, 9.8e-05
2840, 0.016852, 0.000188
2841, 0.016478, 0.000111
2842, 0.01701, 9.8e-05
2843, 0.016577, 0.000105
2844, 0.016556, 0.000105
2845, 0.01662, 0.000103
2846, 0.017008, 0.00011
2847, 0.016407, 9.9e-05
2848, 0.016689, 0.0001
2849, 0.017068, 0.000107
2850, 0.016346, 9.9e-05
2851, 0.016662, 0.000108
2852, 0.017104, 0.000103
2853, 0.016509, 0.000102
2854, 0.016563, 0.000113
2855, 0.016601, 0.000106
2856, 0.01672, 9.4e-05
2857, 0.016653, 0.000111
2858, 0.016713, 9.9e-05
2859, 0.016739, 9.8e-05
2860, 0.01671, 0.000106
2861, 0.017011, 0.0001
2862, 0.01638, 0.000118
2863, 0.017075, 0.000106
2864, 0.01634, 9.9e-05
2865, 0.01645, 0.00011
2866, 0.01664, 0.000114
2867, 0.017172, 9.8e-05
2868, 0.016372, 0.000103
2869, 0.016709, 0.000119
2870, 0.016698, 0.00011
2871, 0.017019, 0.000134
2872, 0.016687, 0.000101
2873, 0.016472, 0.000155
2874, 0.016693, 0.000114
2875, 0.016522, 0.000137
2876, 0.016899, 0.000121
2877, 0.016487, 0.00012
2878, 0.01666, 0.000104
2879, 0.016659, 0.000127
2880, 0.016536, 0.000103
2881, 0.016687, 0.000107
2882, 0.017052, 0.000115
2883, 0.017097, 0.000107
2884, 0.015985, 0.000125
2885, 0.016748, 0.000122
2886, 0.016836, 0.000101
2887, 0.017133, 0.000144
2888, 0.016169, 0.000112
2889, 0.016523, 0.000107
2890, 0.016916, 0.000111
2891, 0.016333, 0.0001
2892, 0.016729, 0.000112
2893, 0.016669, 0.000109
2894, 0.016858, 9.7e-05
2895, 0.016712, 0.000125
2896, 0.016835, 0.000106
2897, 0.01638, 0.000102
2898, 0.016653, 0.000107
2899, 0.016679, 0.000108
2900, 0.01678, 9.9e-05
2901, 0.016487, 0.00011
2902, 0.016972, 0.0001
2903, 0.01657, 0.000101
2904, 0.016611, 0.00011
2905, 0.016885, 0.000101
2906, 0.016541, 0.000109
2907, 0.016745, 0.000108
2908, 0.016897, 9.7e-05
2909, 0.016518, 0.000106
2910, 0.016912, 0.000119
2911, 0.016434, 0.0001
2912, 0.016629, 0.000109
2913, 0.017165, 0.0001
2914, 0.01626, 9.9e-05
2915, 0.016702, 0.000108
2916, 0.017095, 9.8e-05
2917, 0.016259, 0.00011
2918, 0.016772, 0.000106
2919, 0.016999, 9.8e-05
2920, 0.016297, 0.000109
2921, 0.016779, 0.00011
2922, 0.016657, 9.7e-05
2923, 0.017193, 0.000106
2924, 0.016317, 9.9e-05
2925, 0.01669, 0.000101
2926, 0.016507, 0.000104
2927, 0.0167, 9.9e-05
2928, 0.016915, 0.000138
2929, 0.01681, 0.000111
2930, 0.016348, 9.9e-05
2931, 0.016768, 0.000105
2932, 0.017056, 0.000157
2933, 0.016259, 0.000101
2934, 0.016686, 0.000106
2935, 0.01689, 0.000102
2936, 0.016665, 0.000104
2937, 0.016853, 0.000108
2938, 0.017038, 0.000119
2939, 0.016096, 0.000108
2940, 0.01682, 0.00011
2941, 0.016484, 0.000102
2942, 0.016712, 0.000108
2943, 0.0169, 0.000107
2944, 0.016673, 9.7e-05
2945, 0.01688, 0.000111
2946, 0.016435, 9.8e-05
2947, 0.016782, 0.0001
2948, 0.016603, 0.000105
2949, 0.016593, 0.000101
2950, 0.016972, 0.000113
2951, 0.016385, 0.000104
2952, 0.016898, 9.8e-05
2953, 0.016815, 0.000109
2954, 0.016699, 0.000109
2955, 0.017107, 0.0001
2956, 0.015966, 0.000104
2957, 0.016732, 0.000101
2958, 0.01667, 9.9e-05
2959, 0.017017, 0.000106
2960, 0.016395, 9.9e-05
2961, 0.0166, 0.000117
2962, 0.017039, 0.000104
2963, 0.01641, 9.8e-05
2964, 0.016763, 0.000107
2965, 0.016964, 0.000109
2966, 0.016361, 9.9e-05
2967, 0.017052, 0.000171
2968, 0.016431, 9.7e-05
2969, 0.016591, 0.000101
2970, 0.01669, 0.000108
2971, 0.017255, 9.8e-05
2972, 0.01615, 0.000126
2973, 0.016673, 0.000108
2974, 0.01669, 9.7e-05
2975, 0.0167, 0.000108
2976, 0.01696, 0.000105
2977, 0.016823, 0.0001
2978, 0.016268, 0.000108
2979, 0.016824, 9.8e-05
2980, 0.017002, 9.9e-05
2981, 0.016679, 0.000112
2982, 0.016412, 9.8e-05
2983, 0.016732, 0.000106
2984, 0.016653, 0.000109
2985, 0.016707, 0.000103
2986, 0.016745, 0.000106
2987, 0.016762, 0.000123
2988, 0.016657, 9.7e-05
2989, 0.016714, 0.00011
2990, 0.016665, 9.9e-05
2991, 0.016978, 0.0001
2992, 0.016346, 0.000107
2993, 0.016693, 0.000162
2994, 0.016864, 0.000145
2995, 0.016571, 0.000108
2996, 0.016877, 9.8e-05
2997, 0.016529, 0.00011
2998, 0.016694, 0.000106
2999, 0.016877, 9.9e-05
3000, 0.016985, 0.000116
3001, 0.016404, 9.9e-05
3002, 0.016532, 9.9e-05
3003, 0.016792, 0.000107
3004, 0.016929, 9.9e-05
3005, 0.016493, 0.000116
3006, 0.016378, 0.000107
3007, 0.016756, 9.8e-05
3008, 0.016732, 0.000105
3009, 0.016773, 0.000109
3010, 0.016721, 9.9e-05
3011, 0.016591, 0.000107
3012, 0.016927, 9.9e-05
3013, 0.016612, 0.0001
3014, 0.01685, 0.000106
3015, 0.016673, 9.9e-05
3016, 0.016523, 0.000111
3017, 0.016644, 0.00011
3018, 0.016719, 9.8e-05
3019, 0.016695, 0.000107
3020, 0.017064, 0.000105
3021, 0.016356, 0.0001
3022, 0.016738, 0.000108
3023, 0.016816, 9.9e-05
3024, 0.016526, 9.9e-05
3025, 0.016655, 0.000108
3026, 0.017109, 9.7e-05
3027, 0.016338, 0.000109
3028, 0.016745, 0.000107
3029, 0.017029, 9.9e-05
3030, 0.016266, 0.000113
3031, 0.016695, 0.000105
3032, 0.017052, 9.6e-05
3033, 0.016265, 0.000111
3034, 0.016745, 9.8e-05
3035, 0.017107, 9.9e-05
3036, 0.016224, 0.000109
3037, 0.017041, 0.0001
3038, 0.016443, 0.000105
3039, 0.016952, 0.000107
3040, 0.016456, 0.0001
3041, 0.016763, 0.000112
3042, 0.01668, 0.000108
3043, 0.016753, 9.8e-05
3044, 0.016612, 0.000107
3045, 0.016857, 0.000108
3046, 0.016446, 9.6e-05
3047, 0.016757, 0.000105
3048, 0.016963, 9.9e-05
3049, 0.016406, 0.000113
3050, 0.016868, 0.000107
3051, 0.016513, 9.8e-05
3052, 0.016789, 0.000106
3053, 0.016666, 0.000135
3054, 0.017521, 0.000124
3055, 0.015807, 0.000138
3056, 0.016785, 0.000101
3057, 0.016899, 0.000105
3058, 0.016389, 0.000109
3059, 0.016758, 9.7e-05
3060, 0.017219, 0.000186
3061, 0.016111, 0.000111
3062, 0.016738, 9.8e-05
3063, 0.016899, 0.000109
3064, 0.016486, 0.000108
3065, 0.016643, 0.000101
3066, 0.017132, 0.000106
3067, 0.016448, 9.9e-05
3068, 0.016727, 0.0001
3069, 0.016432, 0.000109
3070, 0.0169, 9.8e-05
3071, 0.017138, 0.000131
3072, 0.016109, 0.000105
3073, 0.017103, 0.000102
3074, 0.016345, 0.000107
3075, 0.016994, 0.000106
3076, 0.016551, 9.8e-05
3077, 0.016966, 0.000122
3078, 0.016568, 9.8e-05
3079, 0.016361, 9.9e-05
3080, 0.016715, 0.00011
3081, 0.017119, 0.0001
3082, 0.016316, 0.00011
3083, 0.016672, 0.000103
3084, 0.017122, 9.9e-05
3085, 0.016339, 0.000109
3086, 0.01685, 0.000107
3087, 0.016863, 9.7e-05
3088, 0.016325, 0.000109
3089, 0.0169, 0.000101
3090, 0.016492, 9.8e-05
3091, 0.016643, 0.000106
3092, 0.016747, 9.6e-05
3093, 0.017077, 0.000113
3094, 0.016283, 0.000106
3095, 0.016721, 9.6e-05
3096, 0.016757, 0.000106
3097, 0.016945, 0.000122
3098, 0.01634, 9.9e-05
3099, 0.016975, 0.000106
3100, 0.016503, 9.9e-05
3101, 0.01664, 0.000104
3102, 0.016703, 0.000104
3103, 0.016937, 9.8e-05
3104, 0.016358, 0.000109
3105, 0.016787, 0.000113
3106, 0.017101, 9.9e-05
3107, 0.016314, 0.000104
3108, 0.016972, 0.000103
3109, 0.016415, 9.9e-05
3110, 0.016769, 0.00011
3111, 0.016804, 9.7e-05
3112, 0.016777, 0.000101
3113, 0.016432, 0.000137
3114, 0.016727, 0.000111
3115, 0.016837, 0.000114
3116, 0.016599, 0.000108
3117, 0.016691, 0.000101
3118, 0.016974, 0.000143
3119, 0.016433, 0.000107
3120, 0.016788, 9.9e-05
3121, 0.016506, 0.000112
3122, 0.016761, 9.9e-05
3123, 0.016735, 0.000109
3124, 0.017004, 0.000105
3125, 0.016436, 0.000103
3126, 0.016581, 0.000107
3127, 0.016852, 0.000104
3128, 0.016498, 9.7e-05
3129, 0.016891, 0.000154
3130, 0.016458, 0.000109
3131, 0.016751, 9.9e-05
3132, 0.016653, 0.000142
3133, 0.017002, 0.000101
3134, 0.016342, 0.000101
3135, 0.016722, 0.000127
3136, 0.017047, 9.7e-05
3137, 0.016351, 0.00011
3138, 0.017014, 0.00015
3139, 0.016493, 9.7e-05
3140, 0.016695, 0.000107
3141, 0.016548, 0.000125
3142, 0.017068, 9.6e-05
3143, 0.016703, 0.000109
3144, 0.016576, 9.8e-05
3145, 0.01692, 0.000113
3146, 0.016315, 0.000107
3147, 0.016917, 0.000131
3148, 0.016518, 0.000105
3149, 0.01658, 0.000142
3150, 0.016734, 9.9e-05
3151, 0.016812, 0.000106
3152, 0.016792, 0.000136
3153, 0.016453, 0.0001
3154, 0.016789, 0.000106
3155, 0.016832, 0.0001
3156, 0.016452, 9.9e-05
3157, 0.016878, 0.000108
3158, 0.016581, 9.9e-05
3159, 0.016905, 0.00013
3160, 0.016463, 0.000109
3161, 0.016897, 0.000101
3162, 0.016556, 0.000107
3163, 0.01666, 0.000105
3164, 0.017043, 0.00011
3165, 0.016288, 0.00013
3166, 0.016769, 0.0001
3167, 0.016874, 0.000115
3168, 0.016583, 0.00011
3169, 0.016848, 0.000115
3170, 0.016451, 0.000136
3171, 0.016841, 0.000136
3172, 0.016589, 0.000105
3173, 0.0166, 0.00018
3174, 0.01662, 0.000123
3175, 0.016678, 0.000105
3176, 0.016754, 0.000118
3177, 0.01671, 0.000109
3178, 0.016734, 0.000112
3179, 0.016587, 0.000113
3180, 0.016784, 0.000104
3181, 0.016686, 0.000126
3182, 0.016645, 0.000108
3183, 0.016908, 0.000103
3184, 0.016538, 0.000118
3185, 0.016667, 0.000123
3186, 0.016846, 0.000117
3187, 0.016469, 0.000111
3188, 0.016842, 0.000101
3189, 0.016606, 0.000101
3190, 0.016632, 0.000127
3191, 0.0167, 9.8e-05
3192, 0.016766, 0.000171
3193, 0.016783, 0.000114
3194, 0.016628, 9.7e-05
3195, 0.016656, 0.000112
3196, 0.016688, 0.000108
3197, 0.017028, 0.000102
3198, 0.016427, 0.000104
3199, 0.016803, 9.9e-05
3200, 0.016988, 9.9e-05
3201, 0.016525, 0.000107
3202, 0.016452, 9.9e-05
3203, 0.017014, 0.000122
3204, 0.016425, 0.000106
3205, 0.016623, 0.000103
3206, 0.016694, 0.000122
3207, 0.016864, 0.000104
3208, 0.01654, 0.000115
3209, 0.01706, 0.000157
3210, 0.016659, 0.000105
3211, 0.016464, 0.000101
3212, 0.016982, 0.000105
3213, 0.016392, 0.000101
3214, 0.016682, 0.000113
3215, 0.016674, 0.000105
3216, 0.016944, 9.7e-05
3217, 0.016501, 0.000109
3218, 0.016801, 0.000107
3219, 0.017208, 9.7e-05
3220, 0.016013, 0.000106
3221, 0.016755, 0.000101
3222, 0.016616, 0.000131
3223, 0.016736, 0.000154
3224, 0.016751, 9.7e-05
3225, 0.016777, 0.000207
3226, 0.016498, 0.000136
3227, 0.01685, 9.8e-05
3228, 0.016871, 0.000202
3229, 0.01644, 0.00011
3230, 0.016756, 0.000102
3231, 0.016894, 0.000296
3232, 0.016499, 0.000103
3233, 0.017477, 0.000124
3234, 0.015837, 0.000107
3235, 0.017035, 0.000103
3236, 0.016383, 0.000107
3237, 0.016967, 0.000111
3238, 0.016839, 0.000101
3239, 0.01625, 0.000104
3240, 0.017097, 0.000109
3241, 0.016302, 0.000101
3242, 0.017032, 0.000109
3243, 0.016493, 9.9e-05
3244, 0.017209, 0.000101
3245, 0.016223, 0.000111
3246, 0.016591, 9.7e-05
3247, 0.016931, 0.000109
3248, 0.016442, 0.000105
3249, 0.016848, 0.000101
3250, 0.016596, 0.000109
3251, 0.016854, 0.000154
3252, 0.016658, 0.000108
3253, 0.016519, 0.000141
3254, 0.016825, 9.9e-05
3255, 0.01704, 0.000101
3256, 0.016269, 0.000109
3257, 0.016733, 9.9e-05
3258, 0.017004, 0.000107
3259, 0.016326, 0.000106
3260, 0.017033, 9.9e-05
3261, 0.016568, 0.000109
3262, 0.016741, 0.000104
3263, 0.016524, 9.6e-05
3264, 0.016977, 0.000119
3265, 0.01631, 0.00011
3266, 0.016753, 9.7e-05
3267, 0.016682, 0.000153
3268, 0.017043, 9.7e-05
3269, 0.016289, 0.000128
3270, 0.017211, 0.000105
3271, 0.016282, 0.0001
3272, 0.016964, 0.000104
3273, 0.016414, 0.000111
3274, 0.016963, 9.6e-05
3275, 0.016412, 0.000146
3276, 0.016878, 9.9e-05
3277, 0.016908, 0.000102
3278, 0.016422, 0.000106
3279, 0.016731, 9.9e-05
3280, 0.017031, 0.000155
3281, 0.016314, 0.000111
3282, 0.01689, 9.9e-05
3283, 0.016444, 0.000109
3284, 0.016928, 0.00013
3285, 0.017114, 0.000102
3286, 0.016286, 0.000105
3287, 0.016549, 9.9e-05
3288, 0.016703, 9.8e-05
3289, 0.016879, 0.000108
3290, 0.016572, 9.9e-05
3291, 0.017267, 0.000134
3292, 0.016072, 0.000104
3293, 0.016853, 0.00011
3294, 0.016539, 0.000109
3295, 0.016815, 0.000139
3296, 0.016497, 9.6e-05
3297, 0.016715, 0.000158
3298, 0.016625, 9.8e-05
3299, 0.016725, 0.0001
3300, 0.016703, 0.000127
3301, 0.01697, 9.9e-05
3302, 0.016359, 0.00012
3303, 0.016941, 0.000103
3304, 0.016543, 0.000101
3305, 0.01661, 0.000112
3306, 0.016669, 0.000107
3307, 0.017133, 9.8e-05
3308, 0.016345, 0.000142
3309, 0.01703, 0.0001
3310, 0.016533, 0.0001
3311, 0.016662, 0.000145
3312, 0.016793, 9.8e-05
3313, 0.016899, 0.000111
3314, 0.016344, 0.000103
3315, 0.016638, 0.0001
3316, 0.017137, 0.000136
3317, 0.016249, 0.000107
3318, 0.016959, 9.3e-05
3319, 0.016507, 0.000109
3320, 0.016615, 0.0001
3321, 0.016882, 0.000118
3322, 0.016894, 0.000108
3323, 0.016589, 9.9e-05
3324, 0.016523, 0.000107
3325, 0.016642, 0.00011
3326, 0.016685, 9.7e-05
3327, 0.016714, 0.000112
3328, 0.016666, 0.000107
3329, 0.016949, 0.000157
3330, 0.016384, 0.000107
3331, 0.017181, 9.7e-05
3332, 0.016516, 9.8e-05
3333, 0.016363, 0.000128
3334, 0.017064, 9.6e-05
3335, 0.016906, 0.000109
3336, 0.016701, 0.000145
3337, 0.016803, 0.000102
3338, 0.016917, 0.000107
3339, 0.016688, 0.000106
3340, 0.01645, 0.000101
3341, 0.016605, 0.000114
3342, 0.016766, 0.0001
3343, 0.016626, 9.7e-05
3344, 0.017136, 0.00011
3345, 0.016212, 0.000104
3346, 0.016521, 0.000105
3347, 0.0165, 0.000104
3348, 0.016802, 0.0001
3349, 0.016451, 0.000108
3350, 0.016681, 0.000121
3351, 0.01675, 9.8e-05
3352, 0.016623, 0.000115
3353, 0.016846, 0.000103
3354, 0.016607, 0.000101
3355, 0.01677, 0.000216
3356, 0.016831, 0.0001
3357, 0.016428, 0.000114
3358, 0.01667, 0.000121
3359, 0.016986, 9.7e-05
3360, 0.016384, 0.00011
3361, 0.016746, 0.000106
3362, 0.016932, 9.9e-05
3363, 0.016679, 0.000108
3364, 0.017014, 0.000113
3365, 0.016838, 0.000131
3366, 0.016476, 0.000216
3367, 0.01663, 0.000115
3368, 0.016878, 0.000129
3369, 0.01655, 0.000169
3370, 0.016564, 0.000109
3371, 0.016702, 0.000159
3372, 0.016611, 0.000126
3373, 0.016748, 0.000112
3374, 0.016772, 0.000125
3375, 0.01663, 0.000154
3376, 0.016623, 0.000108
3377, 0.016542, 0.000122
3378, 0.016555, 0.000114
3379, 0.016582, 0.000123
3380, 0.016774, 0.00012
3381, 0.016833, 0.000109
3382, 0.016457, 0.000123
3383, 0.016771, 0.000112
3384, 0.017126, 0.000108
3385, 0.016091, 0.000115
3386, 0.016735, 0.000101
3387, 0.016691, 0.000101
3388, 0.016769, 0.000107
3389, 0.01675, 0.000101
3390, 0.017093, 0.00015
3391, 0.016176, 0.000107
3392, 0.016922, 0.000112
3393, 0.016824, 0.000115
3394, 0.016358, 0.000114
3395, 0.016836, 0.000104
3396, 0.01669, 0.000131
3397, 0.016555, 0.000101
3398, 0.016746, 9.6e-05
3399, 0.016569, 0.000146
3400, 0.016711, 9.9e-05
3401, 0.016695, 0.000121
3402, 0.016907, 0.000106
3403, 0.016517, 9.8e-05
3404, 0.01708, 0.000106
3405, 0.016471, 0.000111
3406, 0.016728, 9.9e-05
3407, 0.016495, 0.000109
3408, 0.016687, 9.8e-05
3409, 0.016861, 0.000104
3410, 0.016642, 0.000108
3411, 0.017006, 9.7e-05
3412, 0.016473, 0.000116
3413, 0.016775, 0.000111
3414, 0.016604, 0.000117
3415, 0.017525, 0.000123
3416, 0.016257, 0.000108
3417, 0.016345, 0.0001
3418, 0.016575, 0.000108
3419, 0.016671, 9.6e-05
3420, 0.016842, 0.000102
3421, 0.016825, 0.000108
3422, 0.017129, 9.8e-05
3423, 0.015997, 0.000108
3424, 0.016668, 0.000105
3425, 0.016729, 9.8e-05
3426, 0.016831, 0.000105
3427, 0.017451, 0.000116
3428, 0.016042, 0.000106
3429, 0.016825, 0.000111
3430, 0.016275, 0.000107
3431, 0.01684, 9.9e-05
3432, 0.016599, 0.000113
3433, 0.017156, 0.000184
3434, 0.016405, 0.000106
3435, 0.016652, 0.000109
3436, 0.016447, 9.7e-05
3437, 0.016698, 0.000112
3438, 0.016787, 0.000106
3439, 0.016757, 9.8e-05
3440, 0.016558, 0.000109
3441, 0.016804, 0.000101
