Frame, Frame Full, Scene
5669, 0.016522, 0.000104
5670, 0.016805, 0.000117
5671, 0.016551, 0.000103
5672, 0.016653, 9.8e-05
5673, 0.016703, 0.000108
5674, 0.016887, 0.000166
5675, 0.016497, 0.000102
5676, 0.016671, 0.000106
5677, 0.016934, 9.9e-05
5678, 0.016467, 0.000123
5679, 0.01672, 0.000106
5680, 0.017033, 9.9e-05
5681, 0.016501, 0.000109
5682, 0.016972, 0.000124
5683, 0.016575, 9.8e-05
5684, 0.016514, 0.000105
5685, 0.016565, 0.00011
5686, 0.017039, 9.8e-05
5687, 0.016715, 0.000119
5688, 0.01647, 9.9e-05
5689, 0.016994, 0.00011
5690, 0.017274, 0.000116
5691, 0.015789, 0.0001
5692, 0.016825, 0.000133
5693, 0.016601, 0.000109
5694, 0.016698, 0.0001
5695, 0.017314, 0.000264
5696, 0.016091, 9.5e-05
5697, 0.016692, 0.0001
5698, 0.016862, 0.000107
5699, 0.016552, 9.8e-05
5700, 0.016743, 0.000108
5701, 0.016637, 0.00011
5702, 0.017426, 9.7e-05
5703, 0.016167, 0.000112
5704, 0.01679, 0.000107
5705, 0.016463, 9.8e-05
5706, 0.017393, 0.00019
5707, 0.015976, 9.8e-05
5708, 0.016832, 9.5e-05
5709, 0.016434, 0.000108
5710, 0.017105, 0.0001
5711, 0.016311, 0.000122
5712, 0.017377, 0.000165
5713, 0.016257, 0.000101
5714, 0.016974, 0.000125
5715, 0.016513, 0.00012
5716, 0.016539, 9.9e-05
5717, 0.016456, 0.000104
5718, 0.01676, 9.9e-05
5719, 0.016811, 0.000103
5720, 0.016902, 0.000174
5721, 0.016471, 0.0001
5722, 0.01672, 0.000109
5723, 0.017162, 0.000123
5724, 0.016394, 9.8e-05
5725, 0.016529, 0.000108
5726, 0.016893, 0.000103
5727, 0.016452, 0.0001
5728, 0.016678, 0.000106
5729, 0.017056, 9.9e-05
5730, 0.016428, 0.000101
5731, 0.016748, 0.000118
5732, 0.016659, 0.0001
5733, 0.016937, 0.00011
5734, 0.016315, 0.00011
5735, 0.017055, 0.000103
5736, 0.01642, 0.000108
5737, 0.016668, 0.000107
5738, 0.016944, 9.6e-05
5739, 0.016366, 0.000107
5740, 0.016881, 0.000101
5741, 0.016965, 0.000101
5742, 0.016867, 0.000108
5743, 0.016138, 9.7e-05
5744, 0.016939, 0.000122
5745, 0.016429, 0.000112
5746, 0.016823, 9.7e-05
5747, 0.017073, 0.000107
5748, 0.016295, 0.000109
5749, 0.0166, 0.0001
5750, 0.017222, 0.000108
5751, 0.016174, 9.8e-05
5752, 0.016984, 0.000144
5753, 0.016474, 0.000109
5754, 0.01669, 9.9e-05
5755, 0.016693, 0.000109
5756, 0.017133, 0.000106
5757, 0.016275, 0.000101
5758, 0.016704, 0.000107
5759, 0.017056, 0.000106
5760, 0.016341, 0.0001
5761, 0.016805, 0.000189
5762, 0.016606, 9.6e-05
5763, 0.01667, 9.5e-05
5764, 0.016769, 0.000107
5765, 0.016638, 0.000103
5766, 0.016799, 0.000106
5767, 0.016521, 0.000107
5768, 0.016927, 9.9e-05
5769, 0.016511, 0.000108
5770, 0.016839, 0.000162
5771, 0.016594, 9.8e-05
5772, 0.016875, 0.000107
5773, 0.016726, 9.9e-05
5774, 0.016485, 0.000102
5775, 0.016594, 0.000107
5776, 0.017002, 9.8e-05
5777, 0.016447, 0.000109
5778, 0.016645, 0.000103
5779, 0.016778, 0.0001
5780, 0.01691, 0.000107
5781, 0.017166, 0.000106
5782, 0.016192, 9.9e-05
5783, 0.016494, 0.000108
5784, 0.016671, 0.0001
5785, 0.016729, 0.000101
5786, 0.016728, 0.000106
5787, 0.016855, 9.7e-05
5788, 0.017042, 0.000132
5789, 0.016222, 0.000187
5790, 0.016718, 0.000101
5791, 0.016723, 0.000138
5792, 0.016632, 0.000105
5793, 0.017303, 0.000135
5794, 0.016049, 0.000124
5795, 0.016645, 0.000116
5796, 0.01701, 9.8e-05
5797, 0.01638, 0.00011
5798, 0.016771, 9.9e-05
5799, 0.016938, 0.000103
5800, 0.016386, 0.000106
5801, 0.017056, 0.000116
5802, 0.016442, 0.000109
5803, 0.016769, 0.000103
5804, 0.016752, 9.9e-05
5805, 0.016792, 0.000111
5806, 0.016426, 9.9e-05
5807, 0.016704, 0.0001
5808, 0.01707, 0.00013
5809, 0.016296, 0.0001
5810, 0.016978, 0.000126
5811, 0.016456, 0.000106
5812, 0.016756, 9.7e-05
5813, 0.016721, 0.000108
5814, 0.017053, 0.000108
5815, 0.016361, 9.9e-05
5816, 0.016633, 0.000105
5817, 0.01671, 0.0001
5818, 0.016917, 9.8e-05
5819, 0.016414, 0.000108
5820, 0.017475, 9.9e-05
5821, 0.015992, 0.000113
5822, 0.016867, 0.000129
5823, 0.016512, 9.9e-05
5824, 0.016917, 0.000156
5825, 0.016494, 0.000107
5826, 0.016741, 0.0001
5827, 0.016902, 0.000178
5828, 0.016539, 0.0001
5829, 0.016605, 9.8e-05
5830, 0.016829, 0.000161
5831, 0.01658, 9.9e-05
5832, 0.016931, 0.000259
5833, 0.016429, 0.000109
5834, 0.016725, 9.8e-05
5835, 0.016784, 0.000109
5836, 0.016757, 0.000156
5837, 0.016499, 0.0001
5838, 0.016634, 0.000105
5839, 0.016981, 9.8e-05
5840, 0.016578, 0.0001
5841, 0.016812, 0.000115
5842, 0.016518, 9.6e-05
5843, 0.016676, 0.000189
5844, 0.016648, 0.000106
5845, 0.017028, 0.000106
5846, 0.016555, 0.000109
5847, 0.016654, 0.000149
5848, 0.017011, 9.8e-05
5849, 0.016252, 0.000108
5850, 0.016664, 0.000106
5851, 0.01709, 9.9e-05
5852, 0.016418, 0.000108
5853, 0.016882, 9.9e-05
5854, 0.016632, 0.000105
5855, 0.016537, 0.000108
5856, 0.016878, 9.7e-05
5857, 0.017024, 0.000119
5858, 0.016264, 0.000105
5859, 0.01677, 9.9e-05
5860, 0.017245, 0.000143
5861, 0.016134, 0.000101
5862, 0.016897, 9.9e-05
5863, 0.016415, 0.000186
5864, 0.016723, 9.8e-05
5865, 0.017246, 0.000131
5866, 0.016253, 0.000128
5867, 0.016656, 0.000103
5868, 0.016858, 0.000161
5869, 0.016495, 0.000137
5870, 0.016821, 0.000131
5871, 0.016388, 0.000147
5872, 0.016665, 0.000106
5873, 0.016779, 0.000109
5874, 0.016636, 0.000115
5875, 0.016727, 0.000106
5876, 0.016726, 0.000122
5877, 0.016648, 0.000119
5878, 0.016733, 0.000102
5879, 0.016629, 0.000119
5880, 0.016771, 0.000116
5881, 0.016644, 0.000107
5882, 0.016758, 0.000125
5883, 0.01662, 0.000101
5884, 0.016735, 9.9e-05
5885, 0.016625, 0.000112
5886, 0.016817, 0.000134
5887, 0.016701, 0.000124
5888, 0.016571, 0.000115
5889, 0.016861, 0.000101
5890, 0.016723, 0.00011
5891, 0.016527, 0.000106
5892, 0.016793, 9.9e-05
5893, 0.016752, 0.000108
5894, 0.016809, 9.8e-05
5895, 0.016578, 0.0001
5896, 0.016777, 0.000107
5897, 0.016689, 9.9e-05
5898, 0.016563, 0.000107
5899, 0.016603, 0.000105
5900, 0.017017, 9.9e-05
5901, 0.016409, 0.000111
5902, 0.016669, 0.000106
5903, 0.016935, 0.0001
5904, 0.016367, 0.000105
5905, 0.016992, 0.000108
5906, 0.016431, 0.0001
5907, 0.016663, 0.000159
5908, 0.016795, 9.7e-05
5909, 0.016967, 0.000125
5910, 0.016343, 0.000107
5911, 0.016754, 9.9e-05
5912, 0.017002, 0.000106
5913, 0.016378, 0.00011
5914, 0.01722, 9.9e-05
5915, 0.016348, 0.000106
5916, 0.016594, 9.7e-05
5917, 0.016615, 0.000105
5918, 0.01679, 0.00015
5919, 0.016636, 9.8e-05
5920, 0.01671, 0.000172
5921, 0.01695, 0.000109
5922, 0.016494, 9.9e-05
5923, 0.016814, 0.000106
5924, 0.016554, 0.000106
5925, 0.016783, 0.000106
5926, 0.016568, 0.000108
5927, 0.017429, 9.8e-05
5928, 0.016009, 9.8e-05
5929, 0.01664, 0.000125
5930, 0.016768, 0.0001
5931, 0.016799, 0.000122
5932, 0.016573, 0.000105
5933, 0.017202, 0.0001
5934, 0.016162, 0.00019
5935, 0.016682, 0.000109
5936, 0.016807, 9.7e-05
5937, 0.016542, 0.000131
5938, 0.016763, 9.7e-05
5939, 0.016705, 9.9e-05
5940, 0.017029, 0.000105
5941, 0.016333, 0.000152
5942, 0.016715, 0.000105
5943, 0.016893, 0.000104
5944, 0.016554, 9.7e-05
5945, 0.016917, 0.000141
5946, 0.016621, 0.000166
5947, 0.016906, 0.000102
5948, 0.016307, 0.000105
5949, 0.016665, 0.000102
5950, 0.016794, 0.000105
5951, 0.016629, 0.000105
5952, 0.0168, 9.9e-05
5953, 0.016606, 0.000173
5954, 0.016731, 0.000124
5955, 0.016948, 9.8e-05
5956, 0.016608, 0.000107
5957, 0.016486, 0.000107
5958, 0.016939, 9.7e-05
5959, 0.016447, 0.00011
5960, 0.016712, 9.9e-05
5961, 0.016971, 0.000106
5962, 0.016662, 0.000123
5963, 0.016478, 0.0001
5964, 0.016718, 0.000105
5965, 0.016655, 0.000107
5966, 0.016725, 9.8e-05
5967, 0.017026, 0.000146
5968, 0.016495, 0.000104
5969, 0.016547, 0.0001
5970, 0.016946, 0.000106
5971, 0.016432, 9.7e-05
5972, 0.01678, 0.000102
5973, 0.01689, 0.000105
5974, 0.016441, 9.9e-05
5975, 0.016969, 0.000148
5976, 0.016451, 0.000105
5977, 0.016709, 0.000101
5978, 0.016617, 0.000179
5979, 0.017225, 0.000107
5980, 0.016462, 9.9e-05
5981, 0.016443, 0.000107
5982, 0.017063, 0.000103
5983, 0.017258, 0.0001
5984, 0.015821, 0.000114
5985, 0.017026, 0.000102
5986, 0.016392, 0.000107
5987, 0.016717, 0.000106
5988, 0.016804, 9.6e-05
5989, 0.017191, 0.000131
5990, 0.015967, 0.000148
5991, 0.017292, 9.7e-05
5992, 0.016196, 0.000106
5993, 0.016878, 0.000101
5994, 0.016594, 0.00011
5995, 0.016834, 0.000121
5996, 0.01654, 9.8e-05
5997, 0.016644, 0.000111
5998, 0.016885, 0.000129
5999, 0.016515, 9.8e-05
6000, 0.016742, 0.000155
6001, 0.016846, 0.00011
6002, 0.016453, 9.9e-05
6003, 0.016658, 0.000105
6004, 0.017069, 9.9e-05
6005, 0.016357, 0.000107
6006, 0.01703, 0.000159
6007, 0.016359, 0.0001
6008, 0.016668, 0.000164
6009, 0.016746, 0.000111
6010, 0.017009, 0.000114
6011, 0.016392, 0.000106
6012, 0.016841, 0.000107
6013, 0.016897, 0.000135
6014, 0.016337, 0.000103
6015, 0.016939, 0.000106
6016, 0.016451, 9.8e-05
6017, 0.016729, 0.000189
6018, 0.016722, 9.9e-05
6019, 0.016967, 0.00016
6020, 0.016429, 0.000108
6021, 0.016705, 0.0001
6022, 0.016976, 0.000112
6023, 0.01639, 0.000104
6024, 0.016873, 0.0001
6025, 0.016506, 0.000108
6026, 0.016757, 9.8e-05
6027, 0.016701, 9.8e-05
6028, 0.017031, 0.000106
6029, 0.016532, 0.000101
6030, 0.01652, 0.000106
6031, 0.016916, 0.000101
6032, 0.016637, 9.9e-05
6033, 0.016784, 0.000107
6034, 0.016498, 0.000106
6035, 0.016626, 9.9e-05
6036, 0.016659, 0.000106
6037, 0.01682, 0.00011
6038, 0.016883, 0.000108
6039, 0.016388, 0.000104
6040, 0.017134, 0.0001
6041, 0.016279, 0.000124
6042, 0.016686, 0.000106
6043, 0.01707, 9.7e-05
6044, 0.01643, 0.000104
6045, 0.016864, 0.000136
6046, 0.017102, 0.0001
6047, 0.016019, 0.000108
6048, 0.016725, 0.000101
6049, 0.016725, 0.000102
6050, 0.0168, 0.000107
6051, 0.017124, 9.8e-05
6052, 0.016333, 0.000127
6053, 0.016658, 0.000131
6054, 0.016563, 0.000101
6055, 0.016728, 0.000158
6056, 0.01687, 0.000105
6057, 0.016514, 0.000101
6058, 0.016652, 0.000106
6059, 0.01697, 9.6e-05
6060, 0.016533, 0.0001
6061, 0.016609, 0.00013
6062, 0.016958, 0.000101
6063, 0.016444, 0.000108
6064, 0.016679, 0.000107
6065, 0.016935, 0.000103
6066, 0.016452, 0.000106
6067, 0.016709, 0.000103
6068, 0.016719, 0.000112
6069, 0.016532, 0.000114
6070, 0.016814, 9.7e-05
6071, 0.017471, 0.000114
6072, 0.015936, 0.000109
6073, 0.016633, 9.9e-05
6074, 0.017069, 0.00012
6075, 0.016465, 0.000106
6076, 0.016952, 9.7e-05
6077, 0.01636, 0.000107
6078, 0.016707, 0.000104
6079, 0.01669, 9.8e-05
6080, 0.01702, 0.000125
6081, 0.01653, 0.0001
6082, 0.016504, 9.9e-05
6083, 0.016752, 0.000122
6084, 0.016785, 9.7e-05
6085, 0.016605, 0.000112
6086, 0.017002, 0.000104
6087, 0.016432, 9.9e-05
6088, 0.016686, 0.000107
6089, 0.017252, 0.000105
6090, 0.016141, 9.9e-05
6091, 0.016662, 0.000108
6092, 0.01694, 9.8e-05
6093, 0.016491, 9.9e-05
6094, 0.016812, 0.000104
6095, 0.016637, 0.0001
6096, 0.016648, 0.000104
6097, 0.016647, 0.000112
6098, 0.016996, 9.9e-05
6099, 0.016459, 0.000109
6100, 0.016617, 0.0002
6101, 0.016719, 9.8e-05
6102, 0.01662, 0.000107
6103, 0.01679, 9.8e-05
6104, 0.016846, 9.7e-05
6105, 0.016531, 0.000124
6106, 0.016909, 9.8e-05
6107, 0.016647, 0.000124
6108, 0.016477, 0.000123
6109, 0.016863, 9.7e-05
6110, 0.016754, 0.000172
6111, 0.016551, 0.000135
6112, 0.016906, 9.9e-05
6113, 0.016507, 0.000167
6114, 0.016677, 0.0001
6115, 0.01671, 0.000104
6116, 0.016814, 0.000106
6117, 0.016762, 0.000101
6118, 0.016518, 0.000106
6119, 0.016706, 0.000104
6120, 0.01686, 0.000102
6121, 0.016569, 0.000168
6122, 0.016733, 0.000105
6123, 0.016773, 9.8e-05
6124, 0.016607, 0.000107
6125, 0.016771, 0.00011
6126, 0.016651, 9.7e-05
6127, 0.01658, 0.000123
6128, 0.016896, 9.8e-05
6129, 0.016574, 0.000229
6130, 0.016635, 0.000125
6131, 0.016643, 9.7e-05
6132, 0.016928, 0.000184
6133, 0.016536, 0.000106
6134, 0.016696, 9.5e-05
6135, 0.016873, 0.00015
6136, 0.016614, 0.000101
6137, 0.01678, 0.000105
6138, 0.016488, 0.000106
6139, 0.016762, 9.9e-05
6140, 0.016721, 0.000124
6141, 0.017009, 0.000106
6142, 0.016447, 9.8e-05
6143, 0.016755, 0.00017
6144, 0.01699, 0.000105
6145, 0.016237, 0.0001
6146, 0.016976, 0.000108
6147, 0.016422, 9.7e-05
6148, 0.016645, 0.000114
6149, 0.016755, 0.000149
6150, 0.017089, 0.000101
6151, 0.016281, 0.000106
6152, 0.016666, 0.000105
6153, 0.017101, 0.000105
6154, 0.016299, 0.000108
6155, 0.01695, 0.000107
6156, 0.016895, 9.7e-05
6157, 0.016195, 0.000124
6158, 0.016701, 0.000122
6159, 0.016888, 9.7e-05
6160, 0.016807, 0.000115
6161, 0.016456, 9.9e-05
6162, 0.016744, 0.000107
6163, 0.016681, 0.000108
6164, 0.016819, 9.5e-05
6165, 0.016695, 0.000142
6166, 0.016722, 0.000133
6167, 0.016783, 0.000101
6168, 0.016593, 0.000142
6169, 0.016467, 0.000124
6170, 0.016628, 0.00013
6171, 0.016651, 0.000118
6172, 0.016772, 0.00011
6173, 0.016647, 0.000164
6174, 0.016682, 0.000114
6175, 0.016797, 0.000107
6176, 0.016742, 0.000177
6177, 0.016736, 0.000126
6178, 0.01708, 0.000108
6179, 0.016118, 0.000121
6180, 0.016838, 0.000104
6181, 0.01658, 0.000106
6182, 0.016772, 0.000129
6183, 0.016676, 0.000101
6184, 0.016953, 0.000134
6185, 0.016348, 0.000118
6186, 0.016788, 9.8e-05
6187, 0.016743, 0.000108
6188, 0.016694, 0.00012
6189, 0.016949, 0.0001
6190, 0.017683, 0.000141
6191, 0.015736, 0.000104
6192, 0.016463, 9.8e-05
6193, 0.016669, 0.000109
6194, 0.016709, 9.9e-05
6195, 0.016753, 0.000107
6196, 0.017239, 0.000184
6197, 0.016015, 0.0001
6198, 0.016713, 0.000108
6199, 0.016686, 0.000105
6200, 0.016564, 0.0001
6201, 0.016651, 0.000151
6202, 0.016823, 9.9e-05
6203, 0.016607, 0.000101
6204, 0.01672, 0.000208
6205, 0.016785, 0.000101
6206, 0.016821, 0.000104
6207, 0.016512, 0.000108
6208, 0.016765, 9.7e-05
6209, 0.016787, 0.000215
6210, 0.016569, 0.000112
6211, 0.016986, 9.8e-05
6212, 0.01637, 0.000105
6213, 0.016981, 0.0001
6214, 0.016704, 9.9e-05
6215, 0.016425, 0.000153
6216, 0.016768, 9.9e-05
6217, 0.016997, 0.000107
6218, 0.016324, 0.000106
6219, 0.016779, 0.0001
6220, 0.016849, 0.000186
6221, 0.016729, 0.000108
6222, 0.016496, 9.8e-05
6223, 0.016734, 0.000109
6224, 0.016904, 9.8e-05
6225, 0.016431, 0.000101
6226, 0.016712, 0.000202
6227, 0.016987, 9.7e-05
6228, 0.01653, 0.000108
6229, 0.0169, 0.000106
6230, 0.016486, 0.000103
6231, 0.016741, 0.000107
6232, 0.016527, 0.000102
6233, 0.016826, 0.0001
6234, 0.016502, 0.000152
6235, 0.016805, 9.9e-05
6236, 0.016837, 0.0001
6237, 0.016485, 0.000125
6238, 0.016725, 9.7e-05
6239, 0.01691, 0.000166
6240, 0.016403, 0.000124
6241, 0.017033, 9.9e-05
6242, 0.01649, 0.000141
6243, 0.016688, 0.000157
6244, 0.016624, 9.7e-05
6245, 0.016977, 0.000111
6246, 0.016422, 9.9e-05
6247, 0.016802, 9.9e-05
6248, 0.016869, 0.000109
6249, 0.016523, 0.0001
6250, 0.016865, 0.00011
6251, 0.016538, 0.000106
6252, 0.016814, 9.8e-05
6253, 0.016496, 0.000107
6254, 0.016716, 0.000105
6255, 0.016725, 0.000101
6256, 0.016653, 0.000104
6257, 0.017011, 0.0001
6258, 0.016379, 9.6e-05
6259, 0.016875, 0.000106
6260, 0.016635, 0.0001
6261, 0.016569, 0.000114
6262, 0.016884, 0.000133
6263, 0.016661, 9.7e-05
6264, 0.016566, 0.000107
6265, 0.016601, 0.000124
6266, 0.0171, 9.9e-05
6267, 0.01632, 0.000106
6268, 0.01693, 9.7e-05
6269, 0.016674, 0.000101
6270, 0.016584, 0.000154
6271, 0.016614, 9.6e-05
6272, 0.0171, 0.000149
6273, 0.01628, 0.000112
6274, 0.016779, 9.7e-05
6275, 0.016771, 0.000107
6276, 0.016806, 0.000105
6277, 0.016439, 9.9e-05
6278, 0.01673, 0.000122
6279, 0.016866, 9.7e-05
6280, 0.01648, 0.000104
6281, 0.01692, 0.000109
6282, 0.016559, 9.7e-05
6283, 0.016701, 0.000105
6284, 0.016801, 0.000105
6285, 0.016793, 0.000104
6286, 0.016517, 0.000109
6287, 0.016885, 0.000105
6288, 0.017062, 0.0001
6289, 0.016112, 0.000113
6290, 0.016761, 0.000106
6291, 0.01655, 9.5e-05
6292, 0.016794, 0.000171
6293, 0.016953, 0.000101
6294, 0.016386, 0.000154
6295, 0.016721, 0.000127
6296, 0.016802, 9.8e-05
6297, 0.016819, 0.00018
6298, 0.016456, 0.000108
6299, 0.016724, 9.8e-05
6300, 0.01701, 0.000109
6301, 0.016395, 0.000102
6302, 0.016918, 9.8e-05
6303, 0.016403, 0.000104
6304, 0.016766, 9.7e-05
6305, 0.016647, 0.000111
6306, 0.017359, 0.000105
6307, 0.016292, 9.7e-05
6308, 0.016637, 0.000101
6309, 0.016739, 0.000105
6310, 0.016587, 0.000101
6311, 0.016812, 0.000108
6312, 0.016852, 9.5e-05
6313, 0.016372, 0.000105
6314, 0.016707, 0.000104
6315, 0.016705, 9.9e-05
6316, 0.016772, 0.000107
6317, 0.016872, 0.000123
6318, 0.016459, 9.9e-05
6319, 0.016672, 0.000108
6320, 0.01666, 0.000134
6321, 0.017033, 0.0001
6322, 0.016445, 0.000106
6323, 0.016706, 9.7e-05
6324, 0.017059, 9.8e-05
6325, 0.016343, 0.000111
6326, 0.016681, 9.7e-05
6327, 0.016742, 0.000106
6328, 0.016888, 0.000102
6329, 0.016485, 0.000101
6330, 0.016772, 0.000108
6331, 0.016818, 0.000122
6332, 0.016403, 9.7e-05
6333, 0.016949, 0.000107
6334, 0.016442, 0.0001
6335, 0.016727, 0.000117
6336, 0.016702, 0.000109
6337, 0.016982, 0.000101
6338, 0.016344, 0.000123
6339, 0.016709, 0.000106
6340, 0.017048, 0.000101
6341, 0.016398, 0.000109
6342, 0.017021, 0.000109
6343, 0.016472, 0.0001
6344, 0.016574, 0.000154
6345, 0.016754, 0.0001
6346, 0.016825, 0.00013
6347, 0.016534, 0.000141
6348, 0.016869, 9.8e-05
6349, 0.016862, 0.00011
6350, 0.01643, 0.000108
6351, 0.016747, 0.000109
6352, 0.016859, 0.000151
6353, 0.016418, 0.00011
6354, 0.016869, 9.7e-05
6355, 0.016522, 0.00011
6356, 0.016828, 9.9e-05
6357, 0.016602, 9.8e-05
6358, 0.016973, 0.000108
6359, 0.01647, 9.9e-05
6360, 0.016674, 0.000134
6361, 0.016944, 0.000109
6362, 0.016516, 9.8e-05
6363, 0.017124, 0.000107
6364, 0.01639, 0.000104
6365, 0.016487, 0.000101
6366, 0.016685, 0.000104
6367, 0.01706, 9.9e-05
6368, 0.01635, 0.000103
6369, 0.016684, 0.000107
6370, 0.017025, 0.000101
6371, 0.016409, 0.000122
6372, 0.016981, 0.000134
6373, 0.016497, 0.000135
6374, 0.016691, 0.000134
6375, 0.016541, 0.000106
6376, 0.017194, 9.9e-05
6377, 0.016266, 0.000107
6378, 0.016761, 9.9e-05
6379, 0.017046, 9.9e-05
6380, 0.016307, 0.000132
6381, 0.01699, 0.000102
6382, 0.016401, 0.000106
6383, 0.016661, 0.000168
6384, 0.016871, 9.9e-05
6385, 0.016688, 0.000133
6386, 0.016789, 0.000144
6387, 0.016518, 9.3e-05
6388, 0.016867, 0.000105
6389, 0.016737, 0.000107
6390, 0.016496, 9.8e-05
6391, 0.016689, 0.000156
6392, 0.016969, 9.7e-05
6393, 0.016421, 0.000108
6394, 0.017013, 0.000123
6395, 0.016398, 0.000138
6396, 0.01678, 0.000106
6397, 0.016607, 0.000107
6398, 0.016914, 9.8e-05
6399, 0.016336, 0.000112
6400, 0.016865, 0.000101
6401, 0.016856, 0.0001
6402, 0.016336, 0.000109
6403, 0.017099, 9.8e-05
6404, 0.016365, 0.000121
6405, 0.016733, 0.000111
6406, 0.016976, 9.6e-05
6407, 0.016449, 0.000278
6408, 0.016631, 0.00013
6409, 0.016895, 0.000101
6410, 0.016798, 0.000155
6411, 0.016455, 0.0001
6412, 0.016682, 9.7e-05
6413, 0.016977, 0.000127
6414, 0.016461, 9.7e-05
6415, 0.016894, 0.000134
6416, 0.016485, 0.000104
6417, 0.016731, 0.000102
6418, 0.016696, 0.000105
6419, 0.01696, 0.000106
6420, 0.016414, 0.000102
6421, 0.016685, 0.000158
6422, 0.017021, 0.0001
6423, 0.016545, 0.000128
6424, 0.016531, 0.000106
6425, 0.016747, 0.000102
6426, 0.016699, 0.000105
6427, 0.016641, 0.000104
6428, 0.017115, 9.6e-05
6429, 0.016301, 0.00011
6430, 0.016686, 0.000145
6431, 0.016943, 9.7e-05
6432, 0.016347, 0.000108
6433, 0.016974, 9.9e-05
6434, 0.016617, 0.000101
6435, 0.016503, 0.000109
6436, 0.016792, 9.7e-05
6437, 0.016754, 0.000126
6438, 0.016829, 0.000107
6439, 0.016615, 9.9e-05
6440, 0.017143, 0.000123
6441, 0.01621, 0.000109
6442, 0.016671, 9.7e-05
6443, 0.016708, 0.000166
6444, 0.016706, 9.7e-05
6445, 0.016645, 0.000167
6446, 0.016842, 0.000179
6447, 0.016771, 0.000106
6448, 0.017133, 0.000215
6449, 0.016182, 0.000143
6450, 0.016751, 9.9e-05
6451, 0.016556, 0.000117
6452, 0.016724, 0.000136
6453, 0.016787, 0.000102
6454, 0.01689, 0.000104
6455, 0.01663, 0.000106
6456, 0.016481, 9.7e-05
6457, 0.016628, 0.000107
6458, 0.016818, 9.9e-05
6459, 0.016756, 0.000109
6460, 0.016625, 0.000107
6461, 0.016717, 9.9e-05
6462, 0.016894, 0.000109
6463, 0.016373, 0.000106
6464, 0.017374, 0.000108
6465, 0.016282, 0.000123
6466, 0.016497, 0.000116
6467, 0.016952, 0.000139
6468, 0.016726, 0.000116
6469, 0.016691, 0.000107
6470, 0.016369, 0.000116
6471, 0.016825, 0.000117
6472, 0.016558, 0.000102
6473, 0.016654, 0.000127
6474, 0.016721, 0.000122
6475, 0.016686, 0.000105
6476, 0.016713, 0.000111
6477, 0.016718, 0.000106
6478, 0.016686, 0.000109
6479, 0.016705, 0.000112
6480, 0.01675, 0.000105
6481, 0.016679, 0.000154
6482, 0.016594, 0.000107
6483, 0.016783, 0.000101
6484, 0.016912, 0.000112
6485, 0.016464, 0.000108
6486, 0.016726, 9.8e-05
6487, 0.016658, 0.000147
6488, 0.016836, 9.8e-05
6489, 0.016574, 0.0001
6490, 0.016705, 0.000107
6491, 0.016678, 9.8e-05
6492, 0.017063, 0.000159
6493, 0.016307, 0.000129
6494, 0.016758, 0.000104
6495, 0.016935, 0.000109
6496, 0.016348, 0.000106
6497, 0.016728, 9.9e-05
6498, 0.017009, 0.000108
6499, 0.016415, 0.0001
6500, 0.016692, 0.000132
6501, 0.016661, 0.000151
6502, 0.01697, 9.5e-05
6503, 0.016612, 0.000107
6504, 0.016652, 0.000106
6505, 0.016936, 0.000102
6506, 0.016317, 0.000106
6507, 0.016926, 0.000123
6508, 0.016483, 9.7e-05
6509, 0.016667, 0.000108
6510, 0.016736, 9.9e-05
6511, 0.016958, 0.000118
6512, 0.016453, 0.000109
6513, 0.016771, 0.000115
6514, 0.016774, 0.00012
6515, 0.016518, 0.000138
6516, 0.017029, 9.9e-05
6517, 0.016413, 0.000108
6518, 0.016646, 0.000106
6519, 0.016731, 9.7e-05
6520, 0.016976, 0.000107
6521, 0.016474, 0.000101
6522, 0.016701, 0.000141
6523, 0.017117, 0.000108
6524, 0.016494, 9.6e-05
6525, 0.016684, 0.000136
6526, 0.0165, 0.000188
6527, 0.016663, 0.0001
6528, 0.01673, 0.000151
6529, 0.016984, 0.000109
6530, 0.016317, 0.0001
6531, 0.0167, 0.000106
6532, 0.017121, 0.0001
6533, 0.016351, 0.0001
6534, 0.016592, 0.000105
6535, 0.01709, 0.000102
6536, 0.016489, 0.000123
6537, 0.016914, 0.00023
6538, 0.016558, 9.9e-05
6539, 0.0164, 0.000107
6540, 0.016746, 0.000107
6541, 0.017152, 0.0001
6542, 0.016231, 0.000106
6543, 0.016742, 9.8e-05
6544, 0.017082, 0.000132
6545, 0.016341, 0.000108
6546, 0.016921, 0.00014
6547, 0.016464, 0.000107
6548, 0.016705, 0.000121
6549, 0.016702, 0.000101
6550, 0.017137, 0.00011
6551, 0.01652, 0.000117
6552, 0.016471, 9.7e-05
6553, 0.016767, 0.00011
6554, 0.016594, 0.000105
6555, 0.016734, 9.6e-05
6556, 0.017072, 0.000105
6557, 0.01639, 0.000142
6558, 0.016697, 0.00011
6559, 0.016784, 0.000154
6560, 0.016653, 0.000101
6561, 0.016528, 0.000106
6562, 0.016931, 0.00015
6563, 0.016495, 9.7e-05
6564, 0.016948, 0.00013
6565, 0.016462, 0.000103
6566, 0.016913, 0.000102
6567, 0.016418, 0.000103
6568, 0.016727, 9.8e-05
6569, 0.016972, 0.000154
6570, 0.017299, 0.000109
6571, 0.015924, 9.7e-05
6572, 0.016747, 0.000127
